OutputName,OutputType,OutputTier,basic_resource_list,basic_resource_quantity_list,max_daily_production,resource_list_length
Explosive XXS T1,MISSILES,1,"['Copper Ore', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Carbon', 'Hydrogen', 'Neodymium', 'Silicon Crystal', 'Lumanite', 'Black Opal', 'Topaz Crystals', 'Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Abyssal Energy Crystals', 'Quantum Computational Substrate', 'Lunar Echo Crystals', 'Living Metal Symbionts', 'Quantum Particle', 'Quartz Crystals', 'Silica', 'Fluorine Gas', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic', 'Aluminum Ore', 'Tenon Gas', 'Nitrogen', 'Thermal Bloom Sediment', 'Fusion Catalyst Deposits', 'Plasma Containment Minerals', 'Tritium Ore', 'Thermoplastic Resin', 'Zinc Ore', 'Argon', 'Boron Ore']","[1588.0, 640.0, 160.0, 640.0, 2400.0, 484.0, 244.0, 240.0, 2934.0, 300.0, 600.0, 200.0, 120.0, 640.0, 640.0, 640.0, 200.0, 280.0, 340.0, 500.0, 500.0, 121.0, 121.0, 60.0, 2400.0, 7200.0, 7200.0, 160.0, 300.0, 40.0, 240.0, 260.0, 200.0, 80.0, 80.0, 160.0, 108.0, 216.0]",1081.7762405446297,38.0
Explosive XXXS T1,MISSILES,1,"['Copper Ore', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Carbon', 'Hydrogen', 'Neodymium', 'Silicon Crystal', 'Lumanite', 'Black Opal', 'Topaz Crystals', 'Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Abyssal Energy Crystals', 'Quantum Computational Substrate', 'Lunar Echo Crystals', 'Living Metal Symbionts', 'Quantum Particle', 'Quartz Crystals', 'Silica', 'Fluorine Gas', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic', 'Aluminum Ore', 'Tenon Gas', 'Nitrogen', 'Thermal Bloom Sediment', 'Fusion Catalyst Deposits', 'Plasma Containment Minerals', 'Tritium Ore', 'Thermoplastic Resin', 'Zinc Ore', 'Argon', 'Boron Ore']","[1588.0, 640.0, 160.0, 640.0, 2400.0, 484.0, 244.0, 240.0, 2934.0, 300.0, 600.0, 200.0, 120.0, 640.0, 640.0, 640.0, 200.0, 280.0, 340.0, 500.0, 500.0, 121.0, 121.0, 60.0, 2400.0, 7200.0, 7200.0, 160.0, 300.0, 40.0, 240.0, 260.0, 200.0, 80.0, 80.0, 160.0, 108.0, 216.0]",1081.7762405446297,38.0
Energy Burst XXXS T2,SHIP_WEAPONS,2,"['Carbon', 'Hydrogen', 'Lumanite', 'Copper Ore', 'Diamond', 'Neodymium', 'Iron Ore', 'Tantalum Ore', 'Silicon Crystal']","[1600.0, 524.0, 560.0, 1440.0, 408.0, 320.0, 640.0, 320.0, 160.0]",1081.7762405446297,9.0
Emp XXXS T1,MISSILES,1,"['Tantalum Ore', 'Tritium Ore', 'Copper Ore', 'Carbon', 'Lithium Ore', 'Iron Ore', 'Hydrogen', 'Black Opal', 'Topaz Crystals', 'Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Abyssal Energy Crystals', 'Quantum Computational Substrate', 'Lunar Echo Crystals', 'Living Metal Symbionts', 'Quantum Particle', 'Quartz Crystals', 'Silica', 'Fluorine Gas', 'Silicon Crystal', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Aluminum Ore', 'Tenon Gas', 'Nitrogen', 'Thermal Bloom Sediment', 'Fusion Catalyst Deposits', 'Plasma Containment Minerals', 'Lumanite', 'Neodymium', 'Thermoplastic Resin', 'Zinc Ore', 'Argon', 'Boron Ore']","[80.0, 160.0, 1328.0, 674.0, 160.0, 640.0, 214.0, 600.0, 200.0, 120.0, 640.0, 640.0, 640.0, 200.0, 280.0, 340.0, 500.0, 500.0, 121.0, 121.0, 60.0, 2854.0, 2400.0, 7200.0, 7200.0, 120.0, 480.0, 1920.0, 160.0, 300.0, 40.0, 240.0, 260.0, 200.0, 220.0, 160.0, 80.0, 160.0, 108.0, 216.0]",1081.7762405446297,40.0
Emp XXS T1,MISSILES,1,"['Tantalum Ore', 'Tritium Ore', 'Copper Ore', 'Carbon', 'Lithium Ore', 'Iron Ore', 'Hydrogen', 'Black Opal', 'Topaz Crystals', 'Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Abyssal Energy Crystals', 'Quantum Computational Substrate', 'Lunar Echo Crystals', 'Living Metal Symbionts', 'Quantum Particle', 'Quartz Crystals', 'Silica', 'Fluorine Gas', 'Silicon Crystal', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Aluminum Ore', 'Tenon Gas', 'Nitrogen', 'Thermal Bloom Sediment', 'Fusion Catalyst Deposits', 'Plasma Containment Minerals', 'Lumanite', 'Neodymium', 'Thermoplastic Resin', 'Zinc Ore', 'Argon', 'Boron Ore']","[80.0, 160.0, 1328.0, 674.0, 160.0, 640.0, 214.0, 600.0, 200.0, 120.0, 640.0, 640.0, 640.0, 200.0, 280.0, 340.0, 500.0, 500.0, 121.0, 121.0, 60.0, 2854.0, 2400.0, 7200.0, 7200.0, 120.0, 480.0, 1920.0, 160.0, 300.0, 40.0, 240.0, 260.0, 200.0, 220.0, 160.0, 80.0, 160.0, 108.0, 216.0]",1081.7762405446297,40.0
Energy Burst XXS T1,SHIP_WEAPONS,1,"['Carbon', 'Hydrogen', 'Lumanite', 'Copper Ore', 'Diamond', 'Neodymium', 'Iron Ore', 'Tantalum Ore', 'Silicon Crystal']","[1600.0, 524.0, 560.0, 1440.0, 408.0, 320.0, 640.0, 320.0, 160.0]",1081.7762405446297,9.0
Kinetic Scatterfire XXXS T1,SHIP_WEAPONS,1,"['Copper Ore', 'Tin Ore', 'Zinc Ore', 'Iron Ore', 'Hafnium Ore', 'Manganese Ore', 'Vanadium Ore', 'Sapphire Crystals', 'Quantum Computational Substrate', 'Living Metal Symbionts', 'Biolumite', 'Jasphorus Crystals', 'Quantum Particle', 'Abyssal Energy Crystals', 'Silicon Crystal', 'Argon', 'Boron Ore', 'Carbon', 'Hydrogen', 'Glowstone Crystals', 'Black Opal', 'Rhodium Ore', 'Palladium', 'Iridium Ore', 'Platinum Ore', 'Gold Ore', 'Dysprosium', 'Viscovite Crystals', 'Emerald Crystals', 'Cobalt Ore', 'Neon', 'Tantalum Ore', 'Diamond', 'Titanium Ore', 'Tenon Gas', 'Abyssal Chromite']","[576.0, 320.0, 280.0, 560.0, 160.0, 640.0, 360.0, 120.0, 140.0, 680.0, 180.0, 180.0, 500.0, 420.0, 40.0, 80.0, 160.0, 108.0, 210.0, 200.0, 360.0, 2560.0, 240.0, 1280.0, 1280.0, 1280.0, 280.0, 200.0, 160.0, 640.0, 160.0, 200.0, 204.0, 480.0, 240.0, 120.0]",1081.7163993948564,36.0
Energy Scatterfire XXXS T1,SHIP_WEAPONS,1,"['Carbon', 'Hydrogen', 'Lumanite', 'Copper Ore', 'Diamond', 'Quantum Computational Substrate', 'Living Metal Symbionts', 'Biolumite', 'Jasphorus Crystals', 'Quantum Particle', 'Abyssal Energy Crystals', 'Silicon Crystal', 'Argon', 'Boron Ore', 'Glowstone Crystals', 'Black Opal', 'Rhodium Ore', 'Palladium', 'Iridium Ore', 'Platinum Ore', 'Gold Ore', 'Dysprosium', 'Viscovite Crystals', 'Emerald Crystals', 'Cobalt Ore', 'Neon', 'Tantalum Ore']","[908.0, 472.0, 200.0, 656.0, 408.0, 140.0, 680.0, 180.0, 180.0, 500.0, 420.0, 40.0, 80.0, 160.0, 200.0, 360.0, 2560.0, 240.0, 1280.0, 1280.0, 1280.0, 280.0, 200.0, 160.0, 640.0, 160.0, 200.0]",1081.7163993948564,27.0
Energy Beam XXXS T3,SHIP_WEAPONS,3,"['Carbon', 'Hydrogen', 'Lumanite', 'Copper Ore', 'Diamond', 'Quartz Crystals', 'Silica', 'Iron Ore']","[2760.0, 966.0, 780.0, 900.0, 972.0, 180.0, 180.0, 360.0]",1068.2126071608673,8.0
Gray Goo XXS T1,MISSILES,1,"['Copper Ore', 'Carbon', 'Hydrogen', 'Living Metal Symbionts', 'Nitrogen', 'Silica', 'Tantalum Ore', 'Neodymium', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Black Opal', 'Topaz Crystals', 'Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Abyssal Energy Crystals', 'Quantum Computational Substrate', 'Lunar Echo Crystals', 'Quantum Particle', 'Quartz Crystals', 'Fluorine Gas', 'Silicon Crystal', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic', 'Aluminum Ore', 'Tenon Gas', 'Thermal Bloom Sediment', 'Fusion Catalyst Deposits', 'Plasma Containment Minerals', 'Tritium Ore', 'Lumanite', 'Thermoplastic Resin', 'Zinc Ore', 'Argon', 'Boron Ore']","[1528.0, 644.0, 284.0, 1000.0, 160.0, 241.0, 100.0, 260.0, 690.0, 170.0, 680.0, 2520.0, 600.0, 200.0, 120.0, 640.0, 640.0, 640.0, 200.0, 280.0, 340.0, 500.0, 121.0, 60.0, 2854.0, 2400.0, 7200.0, 7200.0, 160.0, 300.0, 240.0, 260.0, 200.0, 80.0, 220.0, 80.0, 160.0, 108.0, 216.0]",1003.386657896468,39.0
Gray Goo XXXS T1,MISSILES,1,"['Copper Ore', 'Carbon', 'Hydrogen', 'Living Metal Symbionts', 'Nitrogen', 'Silica', 'Tantalum Ore', 'Neodymium', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Black Opal', 'Topaz Crystals', 'Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Abyssal Energy Crystals', 'Quantum Computational Substrate', 'Lunar Echo Crystals', 'Quantum Particle', 'Quartz Crystals', 'Fluorine Gas', 'Silicon Crystal', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic', 'Aluminum Ore', 'Tenon Gas', 'Thermal Bloom Sediment', 'Fusion Catalyst Deposits', 'Plasma Containment Minerals', 'Tritium Ore', 'Lumanite', 'Thermoplastic Resin', 'Zinc Ore', 'Argon', 'Boron Ore']","[1528.0, 644.0, 284.0, 1000.0, 160.0, 241.0, 100.0, 260.0, 690.0, 170.0, 680.0, 2520.0, 600.0, 200.0, 120.0, 640.0, 640.0, 640.0, 200.0, 280.0, 340.0, 500.0, 121.0, 60.0, 2854.0, 2400.0, 7200.0, 7200.0, 160.0, 300.0, 240.0, 260.0, 200.0, 80.0, 220.0, 80.0, 160.0, 108.0, 216.0]",1003.386657896468,39.0
Faraday Shielding XXXS T3,COUNTERMEASURES,3,"['Copper Ore', 'Silver Ore', 'Carbon', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Zinc Ore', 'Tin Ore', 'Hydrogen', 'Nitrogen', 'Silica']","[1260.0, 1440.0, 1080.0, 540.0, 180.0, 720.0, 360.0, 360.0, 360.0, 360.0, 360.0]",961.3913464447804,11.0
Faraday Shielding XXS T3,COUNTERMEASURES,3,"['Copper Ore', 'Silver Ore', 'Carbon', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Zinc Ore', 'Tin Ore', 'Hydrogen', 'Nitrogen', 'Silica']","[1260.0, 1440.0, 1080.0, 540.0, 180.0, 720.0, 360.0, 360.0, 360.0, 360.0, 360.0]",961.3913464447804,11.0
Kinetic Cannon XXXS T1,SHIP_WEAPONS,1,"['Copper Ore', 'Tin Ore', 'Zinc Ore', 'Iron Ore', 'Hafnium Ore', 'Manganese Ore', 'Vanadium Ore', 'Sapphire Crystals', 'Abyssal Chromite', 'Titanium Ore', 'Thermoplastic Resin', 'Tenon Gas']","[160.0, 416.0, 472.0, 728.0, 160.0, 928.0, 360.0, 120.0, 192.0, 1056.0, 48.0, 384.0]",951.0120795996744,12.0
Energy Cannon XXXS T4,SHIP_WEAPONS,4,"['Carbon', 'Hydrogen', 'Lumanite', 'Copper Ore', 'Diamond', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Zinc Ore', 'Tin Ore', 'Thermoplastic Resin', 'Tenon Gas']","[3200.0, 1048.0, 800.0, 960.0, 816.0, 672.0, 288.0, 1152.0, 2304.0, 768.0, 384.0, 192.0, 576.0]",901.480200453858,13.0
Fimbul ECOS Spybot,DRONE,5,"['Copper Ore', 'Tantalum Ore', 'Viscovite Crystals', 'Cinnabar Crystals', 'Neural Coral Compounds', 'Quartz Crystals', 'Silica', 'Fluorine Gas', 'Silicon Crystal', 'Germanium', 'Raw Chisenic', 'Quantum Computational Substrate', 'Lunar Echo Crystals', 'Black Opal', 'Emerald Crystals', 'Cobalt Ore', 'Neon', 'Opal Fragments', 'Topaz Crystals', 'Phase Shift Crystals', 'Beryllium Crystals', 'Fusion Catalyst Deposits', 'Jasphorus Crystals', 'Resonium Ore', 'Strontium Crystals', 'Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Abyssal Energy Crystals', 'Dodiline Crystals', 'Hicenium Crystals', 'Gold Ore', 'Diamond', 'Hydrogen', 'Carbon', 'Living Metal Symbionts', 'Biolumite', 'Quantum Particle', 'Lumanite']","[1164.0, 300.0, 1088.0, 1088.0, 32768.0, 416.0, 416.0, 264.0, 10560.0, 10560.0, 31680.0, 1400.0, 900.0, 900.0, 784.0, 3136.0, 784.0, 390.0, 600.0, 300.0, 510.0, 510.0, 1230.0, 1500.0, 510.0, 180.0, 960.0, 960.0, 960.0, 860.0, 418.0, 418.0, 1216.0, 816.0, 880.0, 1272.0, 2720.0, 720.0, 2000.0, 600.0]",883.0337954243724,40.0
Energy Capacitor XXS T4,COUNTERMEASURES,4,"['Tantalum Ore', 'Tritium Ore', 'Copper Ore', 'Carbon', 'Lithium Ore', 'Hydrogen', 'Nitrogen', 'Silica', 'Osmium Ore', 'Rhenium Ore', 'Krypton', 'Xenon', 'Methane', 'Sodium Crystals', 'Lumanite']","[640.0, 640.0, 1440.0, 2230.0, 1280.0, 480.0, 480.0, 480.0, 800.0, 800.0, 400.0, 600.0, 600.0, 400.0, 155.0]",865.2522118003025,15.0
Energy Capacitor XXXS T4,COUNTERMEASURES,4,"['Tantalum Ore', 'Tritium Ore', 'Copper Ore', 'Carbon', 'Lithium Ore', 'Hydrogen', 'Nitrogen', 'Silica', 'Osmium Ore', 'Rhenium Ore', 'Krypton', 'Xenon', 'Methane', 'Sodium Crystals', 'Lumanite']","[640.0, 640.0, 1440.0, 1932.0, 1280.0, 480.0, 480.0, 480.0, 800.0, 800.0, 400.0, 600.0, 600.0, 400.0, 6.0]",865.2522118003025,15.0
Warming Plates XXS T4,COUNTERMEASURES,4,"['Thermal Regulator Stone', 'Tungsten Ore', 'Radiant Dust', 'Copper Ore', 'Thermal Bloom Sediment', 'Aluminum Ore', 'Tenon Gas', 'Nitrogen', 'Silicon Crystal']","[1280.0, 2448.0, 2860.0, 1800.0, 1500.0, 640.0, 480.0, 160.0, 960.0]",849.2141541336655,9.0
Warming Plates XXXS T4,COUNTERMEASURES,4,"['Thermal Regulator Stone', 'Tungsten Ore', 'Radiant Dust', 'Copper Ore', 'Thermal Bloom Sediment', 'Aluminum Ore', 'Tenon Gas', 'Nitrogen', 'Silicon Crystal']","[1280.0, 2448.0, 2860.0, 1800.0, 1500.0, 640.0, 480.0, 160.0, 960.0]",849.2141541336655,9.0
Decoy XS T1,COUNTERMEASURES,1,"['Diamond', 'Hydrogen', 'Copper Ore', 'Carbon', 'Quantum Computational Substrate', 'Living Metal Symbionts', 'Biolumite', 'Jasphorus Crystals', 'Quantum Particle', 'Abyssal Energy Crystals', 'Quartz Crystals', 'Silica', 'Lumanite', 'Fluorine Gas', 'Silicon Crystal', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic']","[1224.0, 1320.0, 1296.0, 3188.0, 840.0, 4080.0, 1080.0, 1080.0, 3000.0, 840.0, 510.0, 510.0, 1540.0, 225.0, 9000.0, 9000.0, 27000.0, 27000.0]",848.2864821571593,18.0
Decoy XXXS T3,COUNTERMEASURES,3,"['Diamond', 'Hydrogen', 'Copper Ore', 'Carbon', 'Quantum Computational Substrate', 'Living Metal Symbionts', 'Biolumite', 'Jasphorus Crystals', 'Quantum Particle', 'Abyssal Energy Crystals', 'Quartz Crystals', 'Silica', 'Lumanite', 'Fluorine Gas', 'Silicon Crystal', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic']","[1224.0, 1320.0, 1296.0, 1916.0, 840.0, 4080.0, 1080.0, 1080.0, 3000.0, 840.0, 510.0, 510.0, 904.0, 225.0, 9000.0, 9000.0, 27000.0, 27000.0]",848.2864821571593,18.0
Decoy XXS T3,COUNTERMEASURES,3,"['Diamond', 'Hydrogen', 'Copper Ore', 'Carbon', 'Quantum Computational Substrate', 'Living Metal Symbionts', 'Biolumite', 'Jasphorus Crystals', 'Quantum Particle', 'Abyssal Energy Crystals', 'Quartz Crystals', 'Silica', 'Lumanite', 'Fluorine Gas', 'Silicon Crystal', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic']","[1224.0, 1320.0, 1296.0, 2098.0, 840.0, 4080.0, 1080.0, 1080.0, 3000.0, 840.0, 510.0, 510.0, 995.0, 225.0, 9000.0, 9000.0, 27000.0, 27000.0]",848.2864821571593,18.0
Mine XXS T1,COUNTERMEASURES,1,"['Silicon Crystal', 'Argon', 'Boron Ore', 'Emerald Crystals', 'Cobalt Ore', 'Neon', 'Viscovite Crystals', 'Cinnabar Crystals', 'Neural Coral Compounds', 'Copper Ore', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Carbon', 'Hydrogen', 'Neodymium', 'Lumanite', 'Nitrogen', 'Silica']","[440.0, 320.0, 640.0, 480.0, 1920.0, 480.0, 480.0, 480.0, 480.0, 1480.0, 850.0, 90.0, 360.0, 1080.0, 460.0, 340.0, 380.0, 280.0, 120.0, 120.0]",814.5138752336035,20.0
Mine XXXS T1,COUNTERMEASURES,1,"['Silicon Crystal', 'Argon', 'Boron Ore', 'Emerald Crystals', 'Cobalt Ore', 'Neon', 'Viscovite Crystals', 'Cinnabar Crystals', 'Neural Coral Compounds', 'Copper Ore', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Carbon', 'Hydrogen', 'Neodymium', 'Lumanite', 'Nitrogen', 'Silica']","[440.0, 320.0, 640.0, 480.0, 1920.0, 480.0, 480.0, 480.0, 480.0, 1480.0, 850.0, 90.0, 360.0, 1080.0, 460.0, 340.0, 380.0, 280.0, 120.0, 120.0]",814.5138752336035,20.0
Energy Beam XXXS T4,SHIP_WEAPONS,4,"['Carbon', 'Hydrogen', 'Lumanite', 'Copper Ore', 'Diamond', 'Quartz Crystals', 'Silica', 'Iron Ore']","[3680.0, 1288.0, 1040.0, 1200.0, 1296.0, 240.0, 240.0, 480.0]",801.1594553706504,8.0
Negative Rem Plating XXXS T3,COUNTERMEASURES,3,"['Carbon', 'Hydrogen', 'Nitrogen', 'Silica']","[4770.0, 2070.0, 1944.0, 1944.0]",798.2919007792653,4.0
Negative Rem Plating XS T1,COUNTERMEASURES,1,"['Carbon', 'Hydrogen', 'Nitrogen', 'Silica']","[4770.0, 2070.0, 1944.0, 1944.0]",798.2919007792653,4.0
Negative Rem Plating XXS T3,COUNTERMEASURES,3,"['Carbon', 'Hydrogen', 'Nitrogen', 'Silica']","[4770.0, 2070.0, 1944.0, 1944.0]",798.2919007792653,4.0
Energy Rapidfire XXXS T3,SHIP_WEAPONS,3,"['Carbon', 'Hydrogen', 'Lumanite', 'Copper Ore', 'Diamond', 'Tantalum Ore', 'Silicon Crystal']","[2562.0, 1191.0, 600.0, 2172.0, 1098.0, 804.0, 162.0]",796.8885749868358,7.0
Kinetic Burst XXXS T1,SHIP_WEAPONS,1,"['Copper Ore', 'Tin Ore', 'Zinc Ore', 'Iron Ore', 'Hafnium Ore', 'Manganese Ore', 'Vanadium Ore', 'Sapphire Crystals', 'Neodymium', 'Tantalum Ore', 'Silicon Crystal', 'Lumanite', 'Titanium Ore', 'Tenon Gas', 'Abyssal Chromite']","[640.0, 320.0, 280.0, 880.0, 160.0, 640.0, 360.0, 120.0, 160.0, 160.0, 80.0, 80.0, 480.0, 240.0, 120.0]",786.7463567597306,15.0
Energy Beam XXS T2,SHIP_WEAPONS,2,"['Carbon', 'Hydrogen', 'Lumanite', 'Copper Ore', 'Diamond', 'Quartz Crystals', 'Silica', 'Iron Ore']","[3800.0, 1348.0, 1100.0, 1260.0, 1416.0, 300.0, 300.0, 600.0]",733.2645862714428,8.0
Energy Burst XXXS T3,SHIP_WEAPONS,3,"['Carbon', 'Hydrogen', 'Lumanite', 'Copper Ore', 'Diamond', 'Neodymium', 'Iron Ore', 'Tantalum Ore', 'Silicon Crystal']","[2400.0, 786.0, 840.0, 2160.0, 612.0, 480.0, 960.0, 480.0, 240.0]",721.1841603630863,9.0
Energy Cannon XXS T2,SHIP_WEAPONS,2,"['Carbon', 'Hydrogen', 'Lumanite', 'Copper Ore', 'Diamond', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Zinc Ore', 'Tin Ore', 'Thermoplastic Resin', 'Tenon Gas']","[3200.0, 1048.0, 800.0, 960.0, 816.0, 840.0, 360.0, 1440.0, 2880.0, 960.0, 480.0, 240.0, 720.0]",721.1841603630863,13.0
Energy Cannon XXXS T5,SHIP_WEAPONS,5,"['Carbon', 'Hydrogen', 'Lumanite', 'Copper Ore', 'Diamond', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Zinc Ore', 'Tin Ore', 'Thermoplastic Resin', 'Tenon Gas']","[4000.0, 1310.0, 1000.0, 1200.0, 1020.0, 840.0, 360.0, 1440.0, 2880.0, 960.0, 480.0, 240.0, 720.0]",721.1841603630863,13.0
Faraday Shielding XXXS T4,COUNTERMEASURES,4,"['Copper Ore', 'Silver Ore', 'Carbon', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Zinc Ore', 'Tin Ore', 'Hydrogen', 'Nitrogen', 'Silica']","[1680.0, 1920.0, 1440.0, 720.0, 240.0, 960.0, 480.0, 480.0, 480.0, 480.0, 480.0]",721.0435098335854,11.0
Faraday Shielding XXS T4,COUNTERMEASURES,4,"['Copper Ore', 'Silver Ore', 'Carbon', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Zinc Ore', 'Tin Ore', 'Hydrogen', 'Nitrogen', 'Silica']","[1680.0, 1920.0, 1440.0, 720.0, 240.0, 960.0, 480.0, 480.0, 480.0, 480.0, 480.0]",721.0435098335854,11.0
Faraday Shielding XS T1,COUNTERMEASURES,1,"['Copper Ore', 'Silver Ore', 'Carbon', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Zinc Ore', 'Tin Ore', 'Hydrogen', 'Nitrogen', 'Silica']","[1680.0, 1920.0, 1320.0, 720.0, 240.0, 960.0, 480.0, 480.0, 360.0, 360.0, 360.0]",721.0435098335854,11.0
Emp Cannon XXXS T1,SHIP_WEAPONS,1,"['Tantalum Ore', 'Tritium Ore', 'Copper Ore', 'Carbon', 'Lithium Ore', 'Iron Ore', 'Hydrogen', 'Nitrogen', 'Silica', 'Lumanite', 'Osmium Ore', 'Rhenium Ore', 'Krypton']","[320.0, 320.0, 980.0, 1030.0, 640.0, 1000.0, 50.0, 204.0, 204.0, 200.0, 200.0, 200.0, 100.0]",692.3367939485629,13.0
Gray Goo Burst XXXS T2,SHIP_WEAPONS,2,"['Copper Ore', 'Carbon', 'Hydrogen', 'Living Metal Symbionts', 'Nitrogen', 'Silica', 'Tantalum Ore', 'Neodymium', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Quantum Particle', 'Xenon', 'Methane', 'Sodium Crystals']","[1680.0, 960.0, 480.0, 2000.0, 804.0, 804.0, 400.0, 400.0, 1000.0, 200.0, 800.0, 2400.0, 1000.0, 300.0, 300.0, 200.0]",692.3367939485629,16.0
Emp Rapidfire XXXS T1,SHIP_WEAPONS,1,"['Tantalum Ore', 'Tritium Ore', 'Copper Ore', 'Carbon', 'Lithium Ore', 'Iron Ore', 'Hydrogen', 'Nitrogen', 'Silica', 'Lumanite', 'Osmium Ore', 'Rhenium Ore', 'Krypton']","[320.0, 320.0, 980.0, 1030.0, 640.0, 1000.0, 50.0, 204.0, 204.0, 200.0, 200.0, 200.0, 100.0]",692.3367939485629,13.0
Gray Goo Cannon XXXS T2,SHIP_WEAPONS,2,"['Copper Ore', 'Carbon', 'Hydrogen', 'Living Metal Symbionts', 'Nitrogen', 'Silica', 'Tantalum Ore', 'Neodymium', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Quantum Particle', 'Xenon', 'Methane', 'Sodium Crystals']","[1680.0, 960.0, 480.0, 2000.0, 804.0, 804.0, 400.0, 400.0, 1000.0, 200.0, 800.0, 2400.0, 1000.0, 300.0, 300.0, 200.0]",692.3367939485629,16.0
Emp Scatterfire XXXS T1,SHIP_WEAPONS,1,"['Tantalum Ore', 'Tritium Ore', 'Copper Ore', 'Carbon', 'Lithium Ore', 'Iron Ore', 'Hydrogen', 'Nitrogen', 'Silica', 'Lumanite', 'Osmium Ore', 'Rhenium Ore', 'Krypton']","[320.0, 320.0, 980.0, 1030.0, 640.0, 1000.0, 50.0, 204.0, 204.0, 200.0, 200.0, 200.0, 100.0]",692.3367939485629,13.0
Emp Beam XXXS T1,SHIP_WEAPONS,1,"['Tantalum Ore', 'Tritium Ore', 'Copper Ore', 'Carbon', 'Lithium Ore', 'Iron Ore', 'Hydrogen', 'Nitrogen', 'Silica', 'Lumanite', 'Osmium Ore', 'Rhenium Ore', 'Krypton']","[320.0, 320.0, 980.0, 1030.0, 640.0, 1000.0, 50.0, 204.0, 204.0, 200.0, 200.0, 200.0, 100.0]",692.3367939485629,13.0
Gray Goo Burst XXS T1,SHIP_WEAPONS,1,"['Copper Ore', 'Carbon', 'Hydrogen', 'Living Metal Symbionts', 'Nitrogen', 'Silica', 'Tantalum Ore', 'Neodymium', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Quantum Particle', 'Xenon', 'Methane', 'Sodium Crystals']","[1680.0, 960.0, 480.0, 2000.0, 804.0, 804.0, 400.0, 400.0, 1000.0, 200.0, 800.0, 2400.0, 1000.0, 300.0, 300.0, 200.0]",692.3367939485629,16.0
Emp Burst XXXS T1,SHIP_WEAPONS,1,"['Tantalum Ore', 'Tritium Ore', 'Copper Ore', 'Carbon', 'Lithium Ore', 'Iron Ore', 'Hydrogen', 'Nitrogen', 'Silica', 'Lumanite', 'Osmium Ore', 'Rhenium Ore', 'Krypton']","[320.0, 320.0, 980.0, 1030.0, 640.0, 1000.0, 50.0, 204.0, 204.0, 200.0, 200.0, 200.0, 100.0]",692.3367939485629,13.0
Gray Goo Cannon XXS T1,SHIP_WEAPONS,1,"['Copper Ore', 'Carbon', 'Hydrogen', 'Living Metal Symbionts', 'Nitrogen', 'Silica', 'Tantalum Ore', 'Neodymium', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Quantum Particle', 'Xenon', 'Methane', 'Sodium Crystals']","[1680.0, 960.0, 480.0, 2000.0, 804.0, 804.0, 400.0, 400.0, 1000.0, 200.0, 800.0, 2400.0, 1000.0, 300.0, 300.0, 200.0]",692.3367939485629,16.0
